gender,age,education,major,regions,eservice_usage,device_skill_level,freq_used,connection_type,used_purpose,PC_OS,phone_OS,security_apps,secure_level,check_legitimacy,pass_my_info,clicking_on_banners,privacy_settings,SM_services_protect_info,terms_conditions,change_pass_frequently,feel_safe_public_Wi-Fi,no_value_to_hackers?,install_software_updates,careful_clicking_on_links,Internet_security,Internet_security_up_to_date,updated_about_CC_(offline Sources),updated_about_CC(_Online Sources),avoid_disclosing,risk_increased,not_secure,protected,Accept_surveillance,law_manage,informed_threat,phishing_emails,identity_theft,malware,unable_access_online,encountering_extremism,online_extortion,concerned_about_identity_theft,concerned_about_encountering_child_pornography,concerned_about_receiving_phishing_emails,concerned_about_not_being_able_to_access_online,concerned_about_encountering_religious_extremism_material_,opinion_about_online_extortion,future_feeling_CC,government_responsible,media_responsible,tele_responsible,user_responsible,education_responsible,government_role,victim,not_victim_would_like_to_report,new_major,new_ragions,updated_about_CC_(offline Sources)_2,updated_about_CC(_Online Sources)_2
Female,Early adulthood,Undergraduate,Computer Science,Tabuk,Frequently,Intermediate,1,Public Wi-Fi,4,Windows,IOS,"Anti-virus, Firewall, Encryption, Software update",Very secure,Often,Always,Always,Always,Often,Often,Always,Always,Often,Often,Often,2,Yes,"Newspapers, magazines, Posters, Professional activities: conferences, meetings, briefings, etc.","Internet, website, email bulletins, blogs, etc., Government websites (e.g. CERT)",Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Sometimes,Always,Always,Sometimes,Sometimes,Always,Somtimes,Always,Always,Always,Always,Always,serious issue,Strongly Agree,Agree,Agree,Strongly Agree,Agree,strict laws and punishments,No,"Yes, I would",Technical,Northern_Province,Yes,Yes
Male,Early adulthood,Undergraduate,Medicine or public health,Tabuk,Frequently,Beginner,1,Private Wi-Fi,4,Windows,Android,"Anti-virus, Authentication (e.g. password, PIN) , Backup",Very secure,Always,Seldom,Often,Often,Seldom,Often,Seldom,Often,Always,Often,Often,1,Yes,"Professional activities: conferences, meetings, briefings, etc.","TV, news, radio, Internet, website, email bulletins, blogs, etc.",Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Agree,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Do not know,Always,Always,Always,Never,serious issue,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,public awareness,No,"Yes, I would",Not Technical,Northern_Province,Yes,Yes
Male,Early adulthood,High School,Computer Science,Riyadh,Once a day,Intermediate,1,Public Wi-Fi,4,Windows,Android,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Encryption, Software update,Backup",Very secure,Often,Always,Always,Always,Sometimes,Never,Never,Often,Never,Always,Never,1,Yes,I do not feel that I keep myself updated,"TV, news, radio",Agree,Neutral,Strongly Disagree,Agree,Strongly Disagree,Neutral,Strongly Agree,Never,Never,Sometimes,Never,Never,Never,Always,Never,Do not know,Always,Always,Always,serious issue,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,strict laws and punishments,No,"Yes, I would",Technical,Central_Province,No,Yes
Male,Early adulthood,Undergraduate,Engineering,Tabuk,Frequently,Expert ,2,Private Wi-Fi,6,Windows,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Encryption, Software update,Backup",Very secure,Always,Never,Always,Always,Seldom,Often,Often,Never,Seldom,Always,Often,3,Yes,"Newspapers, magazines, Posters, Professional activities: conferences, meetings, briefings, etc.","Internet, website, email bulletins, blogs, etc., Government websites (e.g. CERT),Internet service provider ISPs, Rely on automatic updates",Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Neutral,Neutral,Strongly Agree,Never,Never,Never,Never,Never,Never,Do not know,Do not know,Do not know,Sometimes,Sometimes,Sometimes,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don’t know,No,"No, I would not",Not Technical,Northern_Province,Yes,Yes
Male,Early adulthood,High School,Engineering,Eastern Province,Frequently,Beginner,2,Private Wi-Fi,5,mac OS,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Encryption, Software update,Backup",Very secure,Always,Seldom,Always,Always,Seldom,Always,Always,Never,Never,Often,Often,0,Yes,Government or professional reports,"Internet, website, email bulletins, blogs, etc.",Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Always,Never,Always,Never,Never,Never,Always,Do not know,Always,Always,Always,Always,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,strict laws and punishments,No,"Yes, I would",Not Technical,Eastern Province,No,Yes
Male,Mature adulthood,Postgraduate,Education,Riyadh,Frequently,Intermediate,1,Private Wi-Fi,5,Windows,Android,Anti-virus,Very secure,Often,Sometimes,Always,Always,Often,Sometimes,Sometimes,Often,Sometimes,Often,Always,1,Yes,Other,"Internet, website, email bulletins, blogs, etc., Rely on automatic updates",Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Do not know,Do not know,Always,Sometimes,Sometimes,Do not know,Somtimes,Sometimes,Always,Always,Always,Always,vanish eventually,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Don’t know,No,"Yes, I would",Not Technical,Central_Province,No,Yes
Female,Adult,Postgraduate,Computer Science,Madina,Frequently,Intermediate,4,Public Wi-Fi,6,Windows,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Software update,Backup",Very secure,Sometimes,Seldom,Often,Often,Seldom,Seldom,Seldom,Seldom,Often,Seldom,Seldom,2,No,"Professional activities: conferences, meetings, briefings, etc., I do not feel that I keep myself updated","Internet, website, email bulletins, blogs, etc., I do not feel that I keep myself updated",Agree,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Sometimes,Do not know,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Always,Always,Always,Always,serious issue,Agree,Agree,Agree,Agree,Agree,No role,No,"Yes, I would",Technical,Western_Province,Yes,Yes
Female,Early adulthood,Postgraduate,Computer Science,Eastern Province,Frequently,Expert ,4,Private Wi-Fi,5,Windows,IOS,"Anti-virus,Backup",Very secure,Seldom,Seldom,Always,Always,Often,Never,Seldom,Seldom,Sometimes,Often,Always,1,Yes,"Newspapers, magazines, Posters","TV, news, radio, Internet, website, email bulletins, blogs, etc.",Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Neutral,Agree,Sometimes,Do not know,Sometimes,Do not know,Do not know,Do not know,Always,Do not know,Always,Always,Sometimes,Sometimes,serious issue,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Don’t know,No,"Yes, I would",Technical,Eastern Province,Yes,Yes
Female,Adult,Undergraduate,Computer Science,Riyadh,Frequently,Beginner,2,Private Wi-Fi,4,Windows,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN)",Very secure,Often,Seldom,Often,Sometimes,Sometimes,Seldom,Seldom,Sometimes,Often,Sometimes,Often,1,No,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Agree,Neutral,Agree,Disagree,Strongly Agree,Neutral,Neutral,Always,Never,Sometimes,Sometimes,Do not know,Do not know,Always,Never,Always,Sometimes,Sometimes,Sometimes,serious issue,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Don’t know,No,"Yes, I would",Technical,Central_Province,No,No
Female,Mature adulthood,Undergraduate,Education,Eastern Province,Once a day,Beginner,1,Cellular network,2,Windows,I don't know,"Anti-virus, Firewall",Not sure ,Often,Often,Often,Always,Sometimes,Often,Seldom,Often,Always,Sometimes,Seldom,1,No,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Strongly Agree,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Sometimes,Do not know,Do not know,Do not know,Do not know,Do not know,Never,Never,Never,Never,Never,Never,Don't know,Agree,Agree,Agree,Agree,Agree,Don’t know,No,"Yes, I would",Not Technical,Eastern Province,No,No
Female,Mature adulthood,Undergraduate,Education,Eastern Province,Frequently,Expert ,3,Private Wi-Fi,6,Windows,IOS,"Authentication (e.g. password, PIN)",Very secure,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,2,Yes,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,no change,Neutral,Neutral,Neutral,Neutral,Neutral,No role,Yes,"No, I would not",Not Technical,Eastern Province,No,No
Female,Adult,Undergraduate,Medicine or public health,Eastern Province,Frequently,Beginner,1,Cellular network,3,mac OS,Android,"Authentication (e.g. password, PIN)",Very secure,Sometimes,Often,Always,Always,Sometimes,Sometimes,Seldom,Seldom,Seldom,Often,Always,1,Yes,I do not feel that I keep myself updated,"Internet, website, email bulletins, blogs, etc.",Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Always,Do not know,Always,Do not know,Always,Do not know,Never,Never,Always,Always,Always,Never,serious issue,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,strict laws and punishments,No,"Yes, I would",Not Technical,Eastern Province,No,Yes
Male,Early adulthood,Undergraduate,Education,Makkah,Frequently,Intermediate,1,Public Wi-Fi,2,Windows,IOS,Anti-virus,Neutral,Often,Always,Always,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Always,Always,1,Yes,I do not feel that I keep myself updated,"Internet, website, email bulletins, blogs, etc.",Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Neutral,Sometimes,Sometimes,Always,Sometimes,Do not know,Sometimes,Always,Always,Always,Always,Always,Always,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,global cyber security,No,"Yes, I would",Not Technical,Western_Province,No,Yes
Male,Adult,Undergraduate,Business Administration,Qassim,Frequently,Intermediate,1,Private Wi-Fi,5,Windows,IOS,"Anti-virus, Software update",Very secure,Sometimes,Sometimes,Always,Always,Always,Seldom,Often,Seldom,Sometimes,Always,Always,1,Yes,Internet service provider ISPs,"Government websites (e.g. CERT),Internet service provider ISPs",Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Always,Do not know,Do not know,Always,Always,Do not know,Somtimes,Sometimes,Sometimes,Do not know,Sometimes,Do not know,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,public awareness,No,"Yes, I would",Not Technical,Central_Province,No,No
Female,Adult,Postgraduate,Computer Science,Makkah,Frequently,Expert ,2,Public Wi-Fi,6,Linux,IOS,"Anti-virus, Authentication (e.g. password, PIN) , Software update,Backup",Very secure,Always,Often,Often,Always,Seldom,Never,Seldom,Sometimes,Always,Always,Often,3,Yes,"Newspapers, magazines, Posters, Professional activities: conferences, meetings, briefings, etc.","Internet, website, email bulletins, blogs, etc., Rely on automatic updates",Disagree,Neutral,Disagree,Agree,Agree,Neutral,Neutral,Sometimes,Do not know,Sometimes,Do not know,Do not know,Do not know,Never,Never,Never,Never,Never,Never,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Don’t know,No,"No, I would not",Technical,Western_Province,Yes,Yes
Female,Adult,Postgraduate,Law,Eastern Province,Frequently,Intermediate,2,Private Wi-Fi,6,mac OS,IOS,"Anti-virus, Authentication (e.g. password, PIN)",Very secure,Often,Often,Always,Sometimes,Sometimes,Seldom,Sometimes,Seldom,Sometimes,Often,Often,1,No,"Newspapers, magazines, Posters, Professional activities: conferences, meetings, briefings, etc., Government or professional reports","TV, news, radio, Internet, website, email bulletins, blogs, etc.",Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Sometimes,Do not know,Sometimes,Do not know,Do not know,Do not know,Always,Never,Always,Sometimes,Always,Sometimes,serious issue,Agree,Agree,Agree,Agree,Agree,strict laws and punishments,Yes,"No, I would not",Not Technical,Eastern Province,Yes,Yes
Male,Adult,Undergraduate,Business Administration,Makkah,Frequently,Intermediate,1,Private Wi-Fi,3,Windows,IOS,"Anti-virus, Authentication (e.g. password, PIN)",Very secure,Always,Always,Always,Always,Sometimes,Sometimes,Seldom,Sometimes,Often,Always,Always,1,Yes,"Internet service provider ISPs, Government or professional reports",I do not feel that I keep myself updated,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Sometimes,Do not know,Always,Do not know,Sometimes,Always,Always,Always,Always,Always,Sometimes,Sometimes,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,strict laws and punishments,Yes,"No, I would not",Not Technical,Western_Province,No,No
Female,Adult,Undergraduate,Business Administration,Eastern Province,Frequently,Intermediate,3,Private Wi-Fi,5,Windows,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Software update",Very secure,Always,Seldom,Always,Often,Seldom,Seldom,Seldom,Never,Often,Often,Always,0,I don't know,"Newspapers, magazines, Posters, Professional activities: conferences, meetings, briefings, etc.","Internet, website, email bulletins, blogs, etc.,Internet service provider ISPs",Agree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Never,Never,Sometimes,Do not know,Do not know,Do not know,Never,Do not know,Never,Always,Always,Always,serious issue,Agree,Agree,Agree,Strongly Agree,Strongly Agree,global cyber security,No,"Yes, I would",Not Technical,Eastern Province,Yes,Yes
Female,Adult,Undergraduate,Education,Makkah,Frequently,Intermediate,1,Public Wi-Fi,5,Windows,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Software update,Backup",Very secure,Often,Never,Always,Always,Sometimes,Often,Seldom,Seldom,Often,Always,Always,2,Yes,Government or professional reports,"Government websites (e.g. CERT), Rely on automatic updates",Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,vanish eventually,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,strict laws and punishments,Yes,"No, I would not",Not Technical,Western_Province,No,No
Male,Adult,High School,Social Science,Ha'il,Frequently,Expert ,1,Private Wi-Fi,1,Windows,Android,"Anti-virus, Firewall",Very secure,Always,Often,Often,Always,Always,Always,Often,Often,Sometimes,Often,Always,1,Yes,"Newspapers, magazines, Posters","TV, news, radio, Internet, website, email bulletins, blogs, etc.",Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Do not know,Do not know,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Always,Always,Always,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,strict laws and punishments,No,"Yes, I would",Not Technical,Northern_Province,Yes,Yes
Male,Mature adulthood,Undergraduate,Education,Riyadh,Frequently,Intermediate,1,Private Wi-Fi,3,I don't know,IOS,"Authentication (e.g. password, PIN)",Very secure,Often,Often,Often,Often,Sometimes,Seldom,Seldom,Sometimes,Often,Often,Often,1,No,Government or professional reports,"Internet, website, email bulletins, blogs, etc., Government websites (e.g. CERT)",Agree,Neutral,Agree,Neutral,Strongly Agree,Disagree,Disagree,Sometimes,Never,Sometimes,Do not know,Do not know,Do not know,Never,Sometimes,Always,Always,Always,Never,serious issue,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Don’t know,Yes,"No, I would not",Not Technical,Central_Province,No,Yes
Male,Early adulthood,Undergraduate,Business Administration,Jazan,Frequently,Intermediate,2,Private Wi-Fi,4,Windows,IOS,"Anti-virus, Software update,Backup",Neutral,Always,Seldom,Often,Often,Sometimes,Often,Often,Seldom,Sometimes,Seldom,Always,2,No,"Newspapers, magazines, Posters, Government or professional reports","TV, news, radio, Internet, website, email bulletins, blogs, etc., Government websites (e.g. CERT)",Neutral,Agree,Neutral,Disagree,Strongly Agree,Agree,Agree,Sometimes,Do not know,Do not know,Do not know,Sometimes,Do not know,Never,Never,Always,Always,Always,Always,serious issue,Neutral,Agree,Agree,Agree,Agree,strict laws and punishments,No,"Yes, I would",Not Technical,Southern_Province,Yes,Yes
Male,Mature adulthood,Undergraduate,Education,Eastern Province,Frequently,Intermediate,4,Public Wi-Fi,4,Windows,IOS,"Anti-virus, Firewall, Software update,Backup",Very secure,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,3,Yes,"Newspapers, magazines, Posters","TV, news, radio, Internet, website, email bulletins, blogs, etc., Government websites (e.g. CERT),Internet service provider ISPs",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,strict laws and punishments,Yes,"No, I would not",Not Technical,Eastern Province,Yes,Yes
Female,Adult,Postgraduate,Law,Eastern Province,Frequently,Intermediate,2,Private Wi-Fi,6,mac OS,IOS,"Anti-virus, Authentication (e.g. password, PIN)",Very secure,Often,Often,Always,Sometimes,Sometimes,Seldom,Sometimes,Seldom,Sometimes,Often,Often,1,No,"Newspapers, magazines, Posters, Professional activities: conferences, meetings, briefings, etc., Government or professional reports","TV, news, radio, Internet, website, email bulletins, blogs, etc.",Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Sometimes,Do not know,Sometimes,Do not know,Do not know,Do not know,Always,Never,Always,Sometimes,Always,Sometimes,serious issue,Agree,Agree,Agree,Agree,Agree,strict laws and punishments,Yes,"No, I would not",Not Technical,Eastern Province,Yes,Yes
Female,Early adulthood,Undergraduate,Medicine or public health,Eastern Province,Frequently,Beginner,2,Private Wi-Fi,3,mac OS,IOS,Firewall,Neutral,Often,Often,Always,Often,Often,Sometimes,Sometimes,Never,Often,Often,Always,0,No,Government or professional reports,"Internet, website, email bulletins, blogs, etc.",Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Sometimes,Do not know,Sometimes,Sometimes,Sometimes,Do not know,Always,Do not know,Always,Always,Always,Sometimes,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,global cyber security,No,"Yes, I would",Not Technical,Eastern Province,No,Yes
Male,Mature adulthood,Postgraduate,Education,Eastern Province,Frequently,Intermediate,2,Public Wi-Fi,3,Windows,Android,Anti-virus,Neutral,Often,Always,Often,Often,Often,Always,Often,Often,Often,Always,Always,1,Yes,Government or professional reports,"Internet, website, email bulletins, blogs, etc.",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Never,Never,Always,Sometimes,Always,Sometimes,no change,Agree,Agree,Agree,Agree,Agree,strict laws and punishments,No,"Yes, I would",Not Technical,Eastern Province,No,Yes
